,ecg_id,r_peaks
9476,9477,[ 60 161 267 369 473 581 694 807 917]
9477,9478,[ 89 179 273 366 461 552 642 732 828 929]
9478,9479,[ 72 154 235 317 399 481 563 644 727 809 891]
9479,9480,[121 211 301 394 485 575 664 755 846 936]
9480,9481,[ 49 128 210 292 375 457 537 617 698 781 867]
9481,9482,[ 86 163 240 317 393 469 545 618 695 769 843 917]
9482,9483,[ 97 189 280 371 459 548 638 728 815 905]
9483,9484,[ 38 123 216 305 394 484 575 665 755 847 937]
9484,9485,[115 213 290 361 432 591 729 847 949]
9485,9486,[ 86 162 237 309 381 457 532 606 681 756 828 907]
9486,9487,[105 178 257 333 408 483 558 633 707 778 852 928]
9487,9488,[ 95 207 316 428 540 652 764 878]
9488,9489,[108 191 279 365 449 530 616 700 784 872]
9489,9490,[ 62 145 232 315 402 492 580 666 753 846 938]
9490,9491,[112 198 284 369 454 539 624 710 796 881]
9491,9492,[101 183 260 338 423 517 616 710 791 867 948]
9492,9493,[ 84 174 263 355 445 535 626 716 806 897]
9493,9494,[ 53 115 177 239 298 355 412 468 525 582 642 703 764 828 892]
9494,9495,[ 46 138 231 322 413 504 595 687 780 872]
9495,9496,[113 196 278 361 444 527 610 693 776 859 942]
9496,9497,[ 66 180 283 400 517 631 741 859]
9497,9498,[109 235 362 493 618 746 877]
9498,9499,[ 41 145 249 358 462 566 674 778 882]
9499,9500,[ 35  97 160 222 284 347 409 471 533 580 652 723 788 856 925]
9500,9501,[120 217 311 410 514 611 716 820 920]
9501,9502,[ 52 130 209 286 360 434 508 584 662 742 824 906]
9502,9503,[ 93 187 282 378 475 570 662 756 850 944]
9503,9504,[ 63 125 188 252 315 377 441 503 566 631 694 758 822 887]
9504,9505,[ 92 191 287 384 486 590 693 793 892]
9505,9506,[ 82 160 239 315 387 463 539 624 701 780 854 927]
9506,9507,[ 83 175 268 360 452 544 638 730 825 920]
9507,9508,[ 96 195 295 396 497 597 695 792 891]
9508,9509,[ 34  88 145 214 258 302 336 399 458 510 550 627 663 710 758 796 843 901]
9509,9510,[102 184 268 354 440 527 614 702 788 873]
9510,9511,[ 82 149 213 280 345 408 473 536 597 660 724 786 848 909]
9511,9512,[ 64 156 248 343 436 529 622 717 811 905]
9512,9513,[ 41 130 220 315 413 511 601 692 788 880]
9513,9514,[ 41 111 186 296 398 499 596 691 784 874]
9514,9515,[ 57 144 234 319 403 488 573 657 738 822 907]
9515,9516,[ 48 134 217 300 385 469 553 636 721 806 889]
9516,9517,[ 64 149 235 316 401 487 572 654 741 832 916]
9517,9518,[ 54 112 158 228 330 409 479 554 724 814 892]
9518,9519,[ 73 162 248 334 418 502 588 676 763 853 942]
9519,9520,[105 183 260 335 410 486 560 636 716 790 872]
9520,9521,[ 49 133 222 311 396 481 569 655 736 822 909]
9521,9522,[ 69 147 225 305 386 463 540 618 697 775 853 929]
9522,9523,[ 89 166 246 326 409 489 566 643 723 797 873 947]
9523,9524,[ 72 167 260 354 448 543 639 734 829 922]
9524,9525,[ 58 118 178 239 300 362 424 486 548 610 673 736 799 862 924]
9525,9526,[ 85 175 268 358 454 549 641 733 826 916]
9526,9527,[ 39  84 151 244 325 381 452 512 565 606 660 744 791 859 900 946]
9527,9528,[ 86 144 203 263 323 383 443 503 564 625 686 747 808 869 929]
9528,9529,[ 42 112 179 246 312 382 451 520 589 661 732 800 871 941]
9529,9530,[139 262 383 498 601 717 845]
9530,9531,[ 70 176 283 392 504 617 721 825 934]
9531,9532,[ 69 172 275 377 481 586 691 794 897]
9532,9533,[114 221 330 440 551 658 764 871]
9533,9534,[ 95 165 235 304 375 443 516 587 655 724 795 864 933]
9534,9535,[ 80 176 276 374 471 571 671 767 865]
9535,9536,[130 259 391 532 663 798 941]
9536,9537,[ 49 108 167 226 285 344 403 462 520 579 637 696 754 813 871 930]
9537,9538,[ 73 158 243 325 404 485 570 654 740 829 918]
9538,9539,[ 59 158 254 353 444 540 642 737 830 932]
9539,9540,[ 67 129 192 255 319 382 443 509 573 635 698 762 826 889]
9540,9541,[ 79 157 235 312 385 458 534 607 682 758 827 903]
9541,9542,[ 73 147 223 299 371 440 516 560 667 736 810 880]
9542,9543,[ 86 169 251 333 417 499 583 666 749 832 915]
9543,9544,[ 68 147 222 294 369 445 527 615 708 798 889]
9544,9545,[ 50 133 175 295 372 449 529 611 695 778 859 938]
9545,9546,[ 70 155 240 327 417 506 597 690 783 874]
9546,9547,[ 74 165 257 347 436 527 616 706 797 883]
9547,9548,[ 63 125 187 248 308 369 431 492 554 619 685 747 811 874 937]
9548,9549,[ 34  92 140 218 267 327 398 458 503 553 607 659 751 794 845 903]
9549,9550,[ 54 143 220 305 391 477 561 647 731 812 901]
9550,9551,[633 753 868]
9551,9552,[ 89 174 259 344 428 512 596 681 773 863]
9552,9553,[ 89 155 219 285 349 413 477 541 606 670 734 798 862 927]
9553,9554,[106 194 286 376 467 562 656 748 839 930]
9554,9555,[ 70 158 246 336 429 525 620 712 808 902]
9555,9556,[ 44 126 213 301 388 474 563 642 723 805 886]
9556,9557,[140 289 364 513 662 811 886]
9557,9558,[112 200 296 389 483 570 659 742 828 914]
9558,9559,[116 204 291 378 463 548 634 721 809 897]
9559,9560,[ 38 137 234 333 429 517 601 684 760 843 934]
9560,9561,[124 231 340 452 566 674 782 892]
9561,9562,[ 61 112 163 214 264 315 366 417 468 519 569 620 671 722 772 823 874 925]
9562,9563,[ 45 113 162 206 250 293 336 379 419 461 513 562 640 695 756 806 866 914]
9563,9564,[108 187 294 384 468 556 629 728 857]
9564,9565,[121 224 325 426 527 628 728 830 930]
9565,9566,[ 40 113 184 256 336 414 487 560 641 715 787 863 936]
9566,9567,[ 76 157 247 329 413 499 582 667 751 833 918]
9567,9568,[109 198 289 373 463 548 637 723 812 902]
9568,9569,[ 87 164 242 320 398 476 554 631 707 783 857 931]
9569,9570,[ 65 152 242 334 423 513 595 681 772 865]
9570,9571,[ 79 157 235 314 395 478 558 638 718 802 886]
9571,9572,[ 46 151 255 358 466 577 694 757 912]
9572,9573,[ 49 120 166 252 324 389 456 525 577 665 734 784 871 944]
9573,9574,[ 64 142 219 293 367 447 531 614 693 771 853 927]
9574,9575,"[ 39  97 147 180 217 311 377 417 451 485 518 549 583 617 651 685 719 752
 785 818 851 884 917]"
9575,9576,[144 238 336 434 535 643 752 864]
9576,9577,[ 67 127 185 242 301 360 418 477 535 593 652 710 769 828 886 945]
9577,9578,[ 75 243 336 454 602 744 878]
9578,9579,[ 62 166 270 374 479 582 687 793 897]
9579,9580,[ 36 112 187 263 337 410 484 559 634 706 774 842 910]
9580,9581,[ 68 146 219 291 367 444 523 598 671 744 817 890]
9581,9582,[100 174 247 320 392 464 534 604 676 748 825 904]
9582,9583,[ 56 132 209 285 361 437 513 588 663 738 813 889]
9583,9584,[ 55 160 257 352 445 540 633 726 821 914]
9584,9585,[ 63 169 240 312 371 477 548 618 679 780 856 928]
9585,9586,[120 225 327 426 520 618 723 832 939]
9586,9587,[100 197 296 394 492 588 683 779 876]
9587,9588,[ 89 183 274 368 458 549 642 733 825 919]
9588,9589,[ 34 130 222 314 408 501 592 681 767 854 942]
9589,9590,[ 63 114 166 218 269 321 373 424 476 527 578 629 680 731 782 833 884 935]
9590,9591,[ 87 183 279 377 476 574 672 772 872]
9591,9592,[ 44 146 233 319 431 563 715 832 927]
9592,9593,[ 33 144 261 378 493 609 723 840]
9593,9594,[134 260 377 487 607 734 847]
9594,9595,[ 34  99 163 228 291 354 418 481 545 608 670 732 790 853 916]
9595,9596,[105 186 268 350 437 490 616 701 776 847 920]
9596,9597,[117 207 303 358 400 491 583 681 775 863]
9597,9598,[ 96 182 265 352 439 516 597 684 773 854 938]
9598,9599,[ 39 111 184 258 332 408 486 564 645 727 809 892]
9599,9600,[ 43 138 229 319 409 499 587 674 766 857 948]
9600,9601,[ 75 148 224 302 375 445 518 597 672 739 811 889]
9601,9602,[116 202 294 383 470 562 656 751 841 929]
9602,9603,[ 66 151 246 333 414 502 598 685 773 859 946]
9603,9604,[118 226 327 413 505 641 759 872]
9604,9605,[111 192 272 353 432 510 590 667 748 830 913]
9605,9606,[ 31 175 314 438 559 688 821]
9606,9607,[ 46 128 211 293 373 451 529 610 696 783 864 944]
9607,9608,[ 97 200 309 422 533 644 755 863]
9608,9609,[109 189 263 343 419 500 573 648 726 801 886]
9609,9610,[ 45 128 212 295 378 459 541 624 706 788 868]
9610,9611,[ 78 158 237 315 394 472 551 629 706 783 861 939]
9611,9612,[ 46 126 206 286 363 441 520 599 678 758 839 920]
9612,9613,[109 190 268 346 424 505 584 662 741 822 901]
9613,9614,[ 65 152 238 322 412 494 581 671 757 843 930]
9614,9615,[ 72 157 240 324 405 485 568 649 732 812 896]
9615,9616,[ 67 168 266 367 470 572 671 767 866]
9616,9617,[ 44 126 210 296 381 469 557 645 733 821 907]
9617,9618,[ 81 135 191 243 295 347 403 457 513 568 623 678 734 790 845 900]
9618,9619,[104 184 267 347 431 513 597 678 760 839 918]
9619,9620,[104 208 318 423 536 644 752 855]
9620,9621,[ 72 138 200 267 338 407 476 541 605 673 735 803 873 935]
9621,9622,[ 95 182 273 359 446 536 624 715 803 890]
9622,9623,[ 88 152 217 281 346 410 474 538 602 666 729 792 856 919]
9623,9624,[ 62 172 279 384 493 601 711 821 929]
9624,9625,[ 59 159 248 330 410 499 586 674 771 856 946]
9625,9626,[ 84 183 284 381 475 575 670 763 855 944]
9626,9627,[ 93 193 294 395 496 594 694 792 892]
9627,9628,[122 219 326 422 508 604 700 797 893]
9628,9629,[ 57 121 184 248 311 375 439 504 568 632 696 761 825 887]
9629,9630,[108 214 322 426 536 644 702 844]
9630,9631,[ 59 144 238 336 436 537 634 729 825 909]
9631,9632,[ 53 153 274 398 510 621 743 865]
9632,9633,[ 55 146 240 333 422 512 604 695 787 877]
9633,9634,[ 84 166 249 331 413 498 584 671 758 844 931]
9634,9635,[ 83 170 256 333 414 487 565 648 728 805 882]
9635,9636,[ 76 146 220 294 368 447 527 605 682 754 824 896]
9636,9637,[ 64 163 262 354 453 550 651 736 813 888]
9637,9638,[ 55 133 211 289 365 443 520 599 675 752 830 907]
9638,9639,[ 64 144 222 300 377 453 531 608 685 761 839 917]
9639,9640,[ 43 124 237 310 401 539 636 709 749 849 910]
9640,9641,[ 65 153 241 332 419 507 595 681 769 856 942]
9641,9642,[ 64 123 234 290 401 456 500 540 630 687 730 771 858 914]
9642,9643,[ 71 157 244 337 428 515 599 683 771 866]
9643,9644,[ 43 110 177 247 318 389 460 530 601 671 740 810 882]
9644,9645,[ 55 152 249 344 438 534 624 712 805 899]
9645,9646,[ 95 189 277 375 474 562 651 751 852 949]
9646,9647,[ 67 150 254 338 434 525 615 704 795 886]
9647,9648,[ 95 192 290 384 476 570 665 756 848 943]
9648,9649,[ 75 173 265 357 448 539 629 719 809 893]
9649,9650,[ 96 179 262 345 429 514 598 682 765 848 931]
9650,9651,[ 48 105 162 219 277 335 393 450 507 564 623 680 737 795 853 910]
9651,9652,[114 217 318 420 523 631 740 850]
9652,9653,[ 94 186 278 368 461 555 651 745 838 933]
9653,9654,[ 56 164 269 370 474 580 680 784 885]
9654,9655,[ 39 135 226 320 413 506 557 650 745 842 938]
9655,9656,[ 32 122 211 297 387 478 572 659 754 841 934]
9656,9657,[ 94 174 254 332 413 493 574 654 734 812 893]
9657,9658,[ 65 166 265 367 471 572 667 765 863]
9658,9659,[ 55 137 220 302 385 468 550 634 717 799 882]
9659,9660,[103 193 281 373 463 553 642 730 818 911]
9660,9661,[ 44 129 213 298 382 467 552 638 725 811 897]
9661,9662,[ 78 186 288 391 493 595 697 797 897]
9662,9663,[ 38 106 174 242 308 377 447 518 590 661 732 802 872 941]
9663,9664,[ 58 164 268 374 506 629 750 863]
9664,9665,[ 62 150 240 300 423 514 606 696 784 877]
9665,9666,[ 91 183 275 365 457 549 640 732 825 918]
9666,9667,[110 202 294 394 489 578 672 775 874]
9667,9668,[ 65 146 226 304 381 459 540 621 703 785 868]
9668,9669,[ 44  92 140 190 238 286 335 387 441 496 550 603 655 707 760 813 867 920]
9669,9670,[ 69 139 211 281 350 418 491 563 633 701 768 834 904]
9670,9671,[129 245 366 489 612 733 845]
9671,9672,[ 31  98 160 222 283 343 402 463 526 591 655 722 789 858 924]
9672,9673,[ 76 145 214 281 351 420 488 556 626 695 762 831 901]
9673,9674,[ 98 178 263 341 418 503 587 672 759 839 914]
9674,9675,[ 93 187 282 378 474 569 664 762 861]
9675,9676,[ 73 128 184 237 292 348 402 456 508 562 613 666 721 774 828 881 933]
9676,9677,[149 245 342 439 537 638 702 853 915]
9677,9678,[ 86 180 276 370 459 548 645 743 837 934]
9678,9679,[ 98 199 301 401 502 604 705 807 908]
9679,9680,[ 54 139 225 317 404 487 574 665 757 847]
9680,9681,[ 79 164 260 352 435 515 592 666 741 814 883]
9681,9682,[ 31 131 236 336 436 536 636 736 836 936]
9682,9683,[ 41 130 219 309 399 487 578 668 757 848 937]
9683,9684,[ 34 123 211 302 391 476 564 652 741 827 915]
9684,9685,[ 51 152 255 360 461 562 663 762 863]
9685,9686,[124 224 320 418 518 619 719 817 918]
9686,9687,[107 195 280 371 451 542 629 712 797 887]
9687,9688,[ 54 158 265 371 476 581 687 793 898]
9688,9689,[ 36 113 188 262 333 406 484 562 641 715 788 860 940]
9689,9690,[ 90 195 309 416 530 650 759 875]
9690,9691,[119 228 336 445 557 666 769 878]
9691,9692,[ 32 105 179 254 326 395 468 537 612 687 763 837 915]
9692,9693,[ 41 128 217 303 389 476 563 651 736 821 905]
9693,9694,[ 61 147 234 323 411 499 587 673 761 849 938]
9694,9695,[ 50 133 214 294 373 452 527 600 673 748 825 901]
9695,9696,[ 95 174 253 333 412 490 568 647 727 805 884]
9696,9697,[ 44 111 178 245 311 377 443 509 575 640 705 770 834 899]
9697,9698,[108 191 273 356 439 522 605 689 773 859 944]
9698,9699,[104 245 368 498 600 710 846]
9699,9700,[ 87 170 255 335 421 509 590 668 747 833 911]
9700,9701,[ 98 199 301 402 502 601 701 801 901]
9701,9702,[102 192 280 366 454 540 625 715 803 891]
9702,9703,[ 76 151 224 300 379 460 543 628 715 803 888]
9703,9704,[ 47 148 242 333 425 519 620 716 806 896]
9704,9705,[ 40 104 172 238 304 370 434 501 564 630 696 765 830 895]
9705,9706,[ 32 111 191 270 349 427 507 586 666 745 824 901]
9706,9707,[115 198 281 365 448 531 614 697 781 866]
9707,9708,[ 62 157 221 309 380 434 501 562 665 730 838 901]
9708,9709,[ 88 174 261 346 430 511 596 678 759 844 928]
9709,9710,[ 95 184 273 362 451 539 628 718 807 896]
9710,9711,[ 47 139 233 324 416 505 595 685 777 867]
9711,9712,[ 94 161 261 318 369 436 515 585 651 749 848 912]
9712,9713,[ 67 126 184 243 302 361 419 477 536 595 654 712 770 829 887 946]
9713,9714,[ 85 144 202 261 320 378 436 493 549 607 664 721 778 834 891 947]
9714,9715,[129 237 349 455 564 676 790 897]
9715,9716,[ 93 156 216 278 342 403 462 526 585 647 709 773 833 898]
9716,9717,[ 83 147 212 277 342 407 472 537 602 667 733 798 863 929]
9717,9718,[ 48 118 180 244 304 362 420 480 540 605 666 728 790 849 906]
9718,9719,[101 185 267 348 432 515 600 686 770 857 944]
9719,9720,[ 63 149 237 326 413 505 598 693 784 881]
9720,9721,[ 66 173 281 369 452 532 609 683 753 837]
9721,9722,[ 65 183 300 419 538 656 772 890]
9722,9723,[ 73 159 244 331 415 499 584 669 756 843 929]
9723,9724,[ 68 177 274 378 485 590 695 808 920]
9724,9725,[ 96 199 302 404 504 602 701 804 908]
9725,9726,[ 50 164 276 390 505 619 731 845]
9726,9727,[151 206 324 436 571 663 779 905]
9727,9728,[141 257 377 496 614 737 851]
9728,9729,[ 79 183 286 329 492 603 704 747 910]
9729,9730,[ 75 159 244 327 414 497 585 674 757 842 931]
9730,9731,[ 91 189 286 388 487 584 678 773 870]
9731,9732,[ 60 168 258 348 437 502 562 611 695 788 877]
9732,9733,[127 223 322 420 524 637 744 850]
9733,9734,[ 60 159 257 357 454 551 649 743 839 936]
9734,9735,[ 73 153 233 313 392 472 552 629 709 787 869 947]
9735,9736,[ 54 120 185 246 306 366 424 482 548 611 668 728 791 850 911]
9736,9737,[ 39 107 174 241 309 375 441 508 574 641 707 774 841 909]
9737,9738,[ 46  99 152 205 258 311 363 416 469 522 575 628 676 734 787 840 893 946]
9738,9739,[ 68 145 223 300 377 454 533 612 691 770 851 931]
9739,9740,[111 221 334 445 555 667 780 890]
9740,9741,[ 42 161 278 332 489 602 654 807 912]
9741,9742,[ 66 125 185 244 303 361 420 479 539 599 658 716 775 835 895]
9742,9743,[105 190 277 342 449 532 616 700 784 870]
9743,9744,[ 88 169 254 342 430 518 608 697 785 873]
9744,9745,[ 74 163 212 323 393 457 521 586 654 728 800 871 944]
9745,9746,[101 173 245 314 387 458 527 600 672 742 812 884]
9746,9747,[ 90 156 223 294 358 429 495 566 637 707 781 851 917]
9747,9748,[136 248 359 468 575 682 788 894]
9748,9749,[ 46 141 234 326 414 505 597 685 772 861 949]
9749,9750,[ 90 187 288 392 496 598 704 811 912]
9750,9751,[ 38 106 175 243 311 377 443 509 575 640 705 771 838 905]
9751,9752,[ 76 141 205 271 337 405 469 538 601 666 733 797 862 928]
9752,9753,[121 212 300 383 469 559 650 740 830 917]
9753,9754,[ 35  94 205 264 376 435 547 606 721 780 895]
9754,9755,[ 70 164 249 340 423 517 603 691 779 870]
9755,9756,[ 73 152 289 352 413 483 548 632 700 769 861 924]
9756,9757,[ 77 188 297 408 518 628 740 850]
9757,9758,[ 93 174 256 334 414 496 576 657 736 815 896]
9758,9759,[ 37 140 238 320 403 487 575 665 748 827 919]
9759,9760,[103 190 272 361 446 528 615 697 784 864 947]
9760,9761,[ 54 163 281 392 469 547 677 797 908]
9761,9762,[ 45 116 189 260 330 400 468 534 606 677 747 816 884]
9762,9763,[ 43 125 205 287 365 445 525 610 693 771 845 919]
9763,9764,[ 53 134 215 299 382 464 548 633 722 804 887]
9764,9765,[ 47 112 176 240 305 370 435 496 556 615 674 734 793 852 912]
9765,9766,[105 192 274 360 448 537 620 705 792 879]
9766,9767,[ 66 119 177 230 281 363 435 495 544 612 664 716 767 816 867 920]
9767,9768,[ 60 146 230 314 398 482 566 649 733 816 899]
9768,9769,[ 61 120 179 236 298 358 418 477 536 595 654 714 774 832 891]
9769,9770,[128 247 368 481 601 718 827 944]
9770,9771,[105 204 292 373 451 522 600 688 783 880]
9771,9772,[ 32 123 219 306 392 484 571 654 741 828 914]
9772,9773,[ 72 172 264 349 435 533 628 712 798 884]
9773,9774,[ 91 165 240 318 399 478 554 626 697 770 846 924]
9774,9775,[114 200 286 371 466 558 651 746 842 934]
9775,9776,[ 96 176 255 335 413 492 571 649 728 807 885]
9776,9777,[ 60 130 202 279 355 434 510 583 654 725 799 876]
9777,9778,[ 48 135 233 317 401 486 577 667 760 846 929]
9778,9779,[ 92 181 270 355 442 529 619 706 795 885]
9779,9780,[122 268 383 528 678 798 947]
9780,9781,[107 190 273 359 408 530 614 656 784 865 909]
9781,9782,[ 88 171 258 344 425 509 590 673 753 835 917]
9782,9783,[ 60 134 199 272 334 397 461 537 617 695 769 843 912]
9783,9784,[116 207 302 397 490 581 677 771 833]
9784,9785,[ 88 188 287 387 481 579 676 772 869]
9785,9786,[ 41 116 192 266 341 416 494 568 645 721 797 871 947]
9786,9787,[ 88 157 226 296 366 436 508 578 650 720 794 867 940]
9787,9788,[ 81 155 228 302 374 446 519 590 661 733 805 876]
9788,9789,[ 42 164 248 331 414 458 578 655 733 813 860]
9789,9790,[ 36 143 255 368 479 589 694 797 899]
9790,9791,[ 39 123 207 292 375 462 546 632 718 803 888]
9791,9792,[106 158 268 349 435 521 608 696 750 871 939]
9792,9793,[ 42 129 213 298 385 472 557 644 731 818 907]
9793,9794,[107 198 289 382 479 577 675 767 860]
9794,9795,[ 93 211 327 445 565 681 803 923]
9795,9796,[ 56 139 223 304 391 477 565 649 731 818 900]
9796,9797,[ 70 131 194 255 317 387 459 533 606 680 751 819 890]
9797,9798,[ 33 118 200 281 364 447 530 616 699 786 872]
9798,9799,[118 223 323 428 532 636 743 848]
9799,9800,[ 63 154 243 333 422 509 597 686 776 865]
9800,9801,[ 61 173 282 387 492 599 704 811 916]
9801,9802,[119 224 330 433 531 636 748 859]
9802,9803,[109 191 274 358 442 526 609 692 775 859 943]
9803,9804,[ 49 133 217 299 380 463 546 629 711 793 877]
9804,9805,[ 83 185 289 393 494 597 703 804 906]
9805,9806,[ 52 149 248 344 442 541 649 757 859]
9806,9807,[ 61 125 188 252 316 381 444 508 573 637 701 765 830 894]
9807,9808,[ 55 155 258 357 457 556 657 756 859]
9808,9809,[ 73 134 195 256 321 385 451 515 578 640 704 764 826 889]
9809,9810,[ 98 180 267 356 451 543 631 720 810 898]
9810,9811,[ 39 104 171 235 301 368 433 498 564 627 692 757 822 887]
9811,9812,[103 200 297 395 495 593 690 788 888]
9812,9813,[ 43 103 162 219 279 337 395 454 513 572 630 688 745 805 864 921]
9813,9814,[ 43 161 276 390 504 622 735 846]
9814,9815,[ 71 172 268 364 464 560 654 749 840 926]
9815,9816,[ 73 125 176 228 279 331 383 435 487 539 591 649 701 748 806 853 905]
9816,9817,[ 33 120 199 279 360 441 519 599 678 758 839 922]
9817,9818,[ 71 154 239 325 416 506 598 685 767 846 927]
9818,9819,[120 214 309 371 487 584 682 779 876]
9819,9820,[ 38 120 208 297 391 485 579 671 759 848 937]
9820,9821,[ 70 143 217 272 365 433 503 573 643 713 784 857 932]
9821,9822,[ 70 143 217 272 365 433 503 573 643 713 784 857 932]
9822,9823,[111 206 299 393 488 581 674 767 859]
9823,9824,[104 214 323 433 539 649 758 864]
9824,9825,[ 31 106 180 255 330 405 481 557 632 707 782 858 934]
9825,9826,[ 89 167 243 319 398 479 558 640 723 804 882]
9826,9827,[ 34 132 189 276 348 414 495 568 622 675 781 856 927]
9827,9828,[ 98 197 296 389 488 584 685 788 891]
9828,9829,[ 91 183 272 356 440 525 610 692 774 860 947]
9829,9830,[114 214 313 415 517 621 728 833 939]
9830,9831,[ 50 131 212 294 377 460 541 622 704 788 871]
9831,9832,[ 32 135 236 336 440 544 644 745 846 947]
9832,9833,[ 78 143 208 272 336 401 466 532 598 666 733 799 865 930]
9833,9834,[ 99 171 243 318 389 462 534 606 679 750 819 889]
9834,9835,[ 69 131 170 235 302 366 421 490 553 598 665 732 794 837 903]
9835,9836,[120 232 347 462 573 684 798 916]
9836,9837,[ 76 155 206 315 395 473 552 633 714 795 877]
9837,9838,[ 54 166 272 381 489 587 699 808 908]
9838,9839,[ 58 141 224 307 391 475 560 645 729 814 898]
9839,9840,[ 83 169 244 317 394 477 560 639 722 812 897]
9840,9841,[ 64 153 242 328 417 502 591 682 772 861]
9841,9842,[108 232 347 465 586 708 830 948]
9842,9843,[ 47 164 288 406 521 634 757 877]
9843,9844,[ 61 161 259 357 456 555 655 754 852]
9844,9845,[123 221 324 428 533 634 734 831 932]
9845,9846,[102 229 354 479 607 735 860]
9846,9847,[ 59 122 186 247 310 370 434 507 599 674 753 824 893]
9847,9848,[ 69 135 201 266 332 397 463 529 595 660 726 792 858 924]
9848,9849,[ 41  95 147 202 255 310 364 418 471 525 580 634 687 741 797 851 905]
9849,9850,[ 46 138 230 322 412 505 596 687 778 870]
9850,9851,[ 84 184 286 387 488 590 692 792 893]
9851,9852,[ 61 137 211 289 367 443 516 594 670 745 820 897]
9852,9853,[113 215 318 418 522 625 733 837 938]
9853,9854,[ 44 103 196 270 339 419 507 584 656 735 812 854 943]
9854,9855,[ 82 196 309 417 528 635 751 865]
9855,9856,[ 91 191 292 388 488 585 679 775 872]
9856,9857,[ 81 203 314 427 540 657 783 905]
9857,9858,[ 70 169 265 363 458 554 637 744 840 935]
9858,9859,[ 96 170 243 315 387 459 531 604 676 748 819 890]
9859,9860,[ 85 161 237 313 389 464 540 615 690 764 838 911]
9860,9861,[ 76 148 214 289 357 430 490 557 617 683 774 838 909]
9861,9862,[ 73 151 231 304 379 454 530 605 678 752 829 908]
9862,9863,[ 61 149 238 329 419 507 595 682 771 861]
9863,9864,[102 175 249 322 395 467 539 609 679 751 822 892]
9864,9865,[ 65 173 279 389 499 609 721 827 936]
9865,9866,"[ 34  70 109 147 184 222 259 297 334 371 409 445 484 520 559 597 634 670
 709 745 784 822 858 897 935]"
9866,9867,[ 79 162 266 351 438 531 616 697 777 876 944]
9867,9868,[ 89 183 277 365 448 532 623 720 823 912]
9868,9869,[ 63 148 232 314 395 476 554 635 719 800 879]
9869,9870,[ 55 149 242 337 433 527 621 714 809 902]
9870,9871,[ 55 154 252 348 445 543 640 737 834 930]
9871,9872,[ 50 138 228 319 412 503 597 687 778 868]
9872,9873,[ 34 120 207 292 375 459 543 627 712 795 877]
9873,9874,[ 38 121 205 288 374 455 536 618 701 782 864 946]
9874,9875,[ 85 174 264 354 441 530 617 703 790 881]
9875,9876,[ 75 154 230 290 384 462 540 626 695 751 818 894]
9876,9877,[ 75 153 229 305 379 455 534 609 686 765 840 916]
9877,9878,[ 83 152 218 287 361 434 505 575 647 722 796 865 935]
9878,9879,[ 79 164 238 324 414 540 613 787 880 945]
9879,9880,[ 88 189 287 385 475 563 658 761 859]
9880,9881,[ 42 129 219 309 401 492 580 673 763 849 938]
9881,9882,[ 37 103 172 244 315 384 450 514 577 646 722 801 878]
9882,9883,[ 88 192 303 418 526 642 758 863]
9883,9884,[121 225 328 431 530 628 724 819 921]
9884,9885,[ 82 177 273 366 455 547 649 750 843 937]
9885,9886,[126 264 404 545 684 828]
9886,9887,[ 56 128 200 274 347 427 494 565 638 710 781 854 933]
9887,9888,[ 43 108 172 236 300 365 429 492 556 621 685 749 813 877 941]
9888,9889,[ 43 108 172 236 300 365 429 492 556 621 685 749 813 877 941]
9889,9890,[ 90 162 232 303 377 452 523 593 664 738 809 884]
9890,9891,[ 89 182 276 370 463 555 652 747 839 931]
9891,9892,[ 69 159 255 352 444 530 616 730 834 936]
9892,9893,[ 74 170 268 366 454 539 627 719 814 904]
9893,9894,[ 39 105 171 237 303 369 435 501 567 634 700 766 832 898]
9894,9895,[ 46 138 194 234 323 417 511 603 696 788 881]
9895,9896,[ 42 122 198 268 354 424 504 578 666 733 815 880]
9896,9897,[ 55 128 201 273 346 418 491 563 635 707 778 849 919]
9897,9898,[110 210 310 408 504 601 698 794 891]
9898,9899,[ 58 163 235 312 391 470 531 607 669 751 828 930]
9899,9900,[ 37 138 241 346 446 550 651 752 854]
9900,9901,[ 75 155 233 308 380 448 517 584 649 718 793 871 946]
9901,9902,[ 33 103 171 241 311 382 455 528 601 674 748 822 896]
9902,9903,[ 49 118 188 258 328 397 466 535 605 674 743 811 880 948]
9903,9904,[ 59 169 274 382 489 597 697 802 904]
9904,9905,[102 193 281 370 461 551 639 725 813 902]
9905,9906,[ 87 172 261 349 433 517 606 696 785 872]
9906,9907,[111 205 298 393 486 575 668 762 851 942]
9907,9908,[ 72 126 236 309 395 475 556 617 666 746 835 886]
9908,9909,[ 88 188 283 382 475 567 657 750 848 948]
9909,9910,[ 47 122 201 278 355 431 507 584 661 737 813 889]
9910,9911,[ 60 132 205 277 349 421 492 564 632 705 751 847 915]
9911,9912,[173 288 385 481 577 673 771 871]
9912,9913,[ 95 172 250 327 405 482 559 638 715 793 871 949]
9913,9914,[ 41 108 176 239 307 372 437 503 568 635 699 768 833 897]
9914,9915,[ 96 207 320 427 494 637 748 856]
9915,9916,[123 217 314 411 511 607 707 805 902]
9916,9917,[ 88 151 199 277 340 403 465 527 590 653 715 778 840 903]
9917,9918,[ 78 158 239 321 405 490 573 655 739 824 907]
